unit_name,unit_code,state,region,unit_type,created_by,date_est,POINT-X,POINT-Y,EXTENT_MIN_X,EXTENT_MIN_Y,EXTENT_MAX_X,EXTENT_MAX_Y,description,metadata,filename,image,caption
Gettysburg National Military Park,GETT,PA,NE,National Military Park,Lands,1895-02-11T00:00:00Z,-77.238415,39.804541,-77.28146208,39.77443239,-77.15961897,39.8565393,"The Battle of Gettysburg was a turning point in the Civil War, the Union victory that ended General Robert E. Lee's second and most ambitious invasion of the North. Often referred to as the ""High Water Mark of the Rebellion"", Gettysburg was the Civil War's bloodiest battle and was also the inspiration for President Abraham Lincoln's immortal ""Gettysburg Address"".",https://www.nps.gov/gett/,DBE6EF47-1DD8-B71B-0B12BC43F712C586.jpg,https://www.nps.gov/common/uploads/banner_image/ner/DBE6EF47-1DD8-B71B-0B12BC43F712C586.jpg,Springtime in Gettysburg.
Vicksburg National Military Park,VICK,MS,SE,National Military Park,Legacy,1899-02-21T00:00:00Z,-90.843097,32.364511,-90.8994506,32.30975808,-90.83163128,32.38117057,"Two statements, two Presidents, both aware of the importance of the city on the Mississippi River. President Davis knew it was vital to hold the city for the Confederacy to survive. President Lincoln wanted the key to gain control of the river and divide the South. Vicksburg National Military Park commemorates this campaign and its significance as a critical turning point of the Civil War.",https://www.nps.gov/vick/,32864EEE-1DD8-B71B-0B62733B215808F6.jpg,https://www.nps.gov/common/uploads/banner_image/akr/32864EEE-1DD8-B71B-0B62733B215808F6.jpg,Illinois Memorial and Shirley House as viewed from Batter DeGolyer
Guilford Courthouse National Military Park,GUCO,NC,SE,National Military Park,Legacy,1917-03-02T00:00:00Z,-79.841542,36.132983,-79.85379799,36.12638029,-79.83235046,36.13633768,"""I never saw such fighting since God made me. The Americans fought like demons."" -Lt. General Charles, Earl Cornwallis The largest, most hotly-contested battle of the Revolutionary War's Southern Campaign was fought at the small North Carolina backcountry hamlet of Guilford Courthouse. The battle proved to be the highwater mark of British military operations in the Revolutionary War.",https://www.nps.gov/guco/,94E5D4E1-1DD8-B71B-0BA3F7FD1970BFB1.jpg,https://www.nps.gov/common/uploads/banner_image/akr/94E5D4E1-1DD8-B71B-0BA3F7FD1970BFB1.jpg,Nathanael Greene Monument in the snow
Fredericksburg and Spotsylvania National Military Park,FRSP,VA,NE,National Military Park,Legacy,1927-02-14T00:00:00Z,-77.740753,38.30309,,,,,"Fredericksburg, Chancellorsville, Wilderness, and Spotsylvania--this is America's battleground, where the Civil War roared to its bloody climax. No place more vividly reflects the War's tragic cost in all its forms. A town bombarded and looted. Farms large and small ruined. Refugees by the thousands forced into the countryside. More than 85,000 men wounded; 15,000 killed--most in graves unknown.",https://www.nps.gov/frsp/,EBF7FE89-1DD8-B71B-0B597170BB9C627B.jpg,https://www.nps.gov/common/uploads/banner_image/ner/EBF7FE89-1DD8-B71B-0B597170BB9C627B.jpg,Sun sets behind the Innis House along the Sunken Road
Kings Mountain National Military Park,KIMO,SC,SE,National Military Park,Lands,1933-08-10T00:00:00Z,-81.389788,35.139006,-81.42090642,35.11634765,-81.358593,35.15877678,"Thomas Jefferson called it ""The turn of the tide of success."" The battle of Kings Mountain, fought October 7th, 1780, was an important American victory during the Revolutionary War. The battle was the first major patriot victory to occur after the British invasion of Charleston, SC in May 1780. The park preserves the site of this important battle.",https://www.nps.gov/kimo/,5CFFD251-1DD8-B71B-0BC3239EEAF9DB8D.jpg,https://www.nps.gov/common/uploads/banner_image/akr/5CFFD251-1DD8-B71B-0BC3239EEAF9DB8D.jpg,Centennial Monument
Pea Ridge National Military Park,PERI,AR,MW,National Military Park,Lands,1956-07-20T00:00:00Z,-94.034445,36.45478,-94.06518634,36.4194338,-93.99913581,36.47203431,"On March 7-8, 1862, 26,000 soldiers fought here to decide the fate of Missouri and the West. The 4,300 acre battlefield honors those who fought for their beliefs. Pea Ridge was one of the most pivotal Civil War battles and is the most intact Civil War battlefield in the United States.",https://www.nps.gov/peri/,2E69CDEB-1DD8-B71B-0BFE0753555E35FF.jpg,https://www.nps.gov/common/uploads/banner_image/mwr/2E69CDEB-1DD8-B71B-0BFE0753555E35FF.jpg,Cannons on Pea Ridge NMP.
Horseshoe Bend National Military Park,HOBE,AL,SE,National Military Park,Lands,1956-07-25T00:00:00Z,-85.734136,32.976688,-85.74916701,32.95969519,-85.71434967,32.98971391,"On 27 March 1814, Major General Andrew Jackson ‘s army of 3,300 men attacked Chief Menawa’s 1,000 Red Stick Creek warriors fortified in a horseshoe shaped bend of the Tallapoosa River. Over 800 Red Sticks died that day. The battle ended the Creek War, resulted in a land cession of 23,000,000 acres to the United States and created a national hero of Andrew Jackson.",https://www.nps.gov/hobe/,28CCF45D-1DD8-B71B-0BE43C73BBBD3089.jpg,https://www.nps.gov/common/uploads/banner_image/akr/28CCF45D-1DD8-B71B-0BE43C73BBBD3089.jpg,Park Overlook
Statue Of Liberty National Monument,STLI,NY,NE,National Monument,Legacy,1877-03-03T00:00:00Z,-74.041736,40.698269,-74.04747646,40.68848848,-74.03721309,40.7008956,"""The Statue of Liberty Enlightening the World"" was a gift of friendship from the people of France to the United States and is recognized as a universal symbol of freedom and democracy. The Statue of Liberty was dedicated on October 28, 1886. It was designated as a National Monument in 1924. Employees of the National Park Service have been caring for the colossal copper statue since 1933.",https://www.nps.gov/stli/,F1719CBE-1DD8-B71B-0B93EA7C972FAAB2.jpg,https://www.nps.gov/common/uploads/banner_image/ner/F1719CBE-1DD8-B71B-0B93EA7C972FAAB2.jpg,Close up of the Statue of Liberty's face and crown
Little Bighorn Battlefield National Monument,LIBI,MT,IM,National Monument,Lands,1886-12-07T00:00:00Z,-107.428636,45.565054,-107.4450326,45.51753405,-107.3738492,45.57495762,"This area memorializes the U.S. Army's 7th Cavalry and the Sioux and Cheyenne in one of the Indian's last armed efforts to preserve their way of life. Here on June 25 and 26 of 1876, 263 soldiers, including Lt. Col. George A. Custer and attached personnel of the U.S. Army, died fighting several thousand Lakota, and Cheyenne warriors.",https://www.nps.gov/libi/,66781C04-1DD8-B71B-0BA87C50CDF05DB9.JPG,https://www.nps.gov/common/uploads/banner_image/imr/66781C04-1DD8-B71B-0BA87C50CDF05DB9.JPG,Last Stand Hill
Casa Grande Ruins National Monument,CAGR,AZ,IM,National Monument,Lands,1889-03-02T00:00:00Z,-111.532538,32.997026,-111.5412948,32.9914123,-111.5240162,33.0024602,"Explore the mystery and complexity of an extended network of communities and irrigation canals. An Ancient Sonoran Desert People's farming community and ""Great House"" are preserved at Casa Grande Ruins. Whether the Casa Grande was a gathering place for the Desert People or simply a waypoint marker in an extensive system of canals and trading partners is but part of the mystique of the Ruins",https://www.nps.gov/cagr/,23283892-1DD8-B71B-0B4EB88F4545D83D.jpg,https://www.nps.gov/common/uploads/banner_image/imr/23283892-1DD8-B71B-0B4EB88F4545D83D.jpg,earthern Great House with protective roof
Devils Tower National Monument,DETO,WY,IM,National Monument,Lands,1906-09-24T00:00:00Z,-104.715583,44.590634,-104.7303376,44.57894699,-104.6999631,44.60120132,An astounding geologic feature that protrudes out of the rolling prairie surrounding the Black Hills. This site is considered Sacred to the Lakota and many other tribes that have a connection to the area. Hundreds of parallel cracks make it one of the finest traditional crack climbing areas in North America. Devils Tower entices us to explore and define our place in the natural and cultural world.,https://www.nps.gov/deto/,95FD2ED5-1DD8-B71B-0B01B79B6EDD0EDA.JPG,https://www.nps.gov/common/uploads/banner_image/imr/95FD2ED5-1DD8-B71B-0B01B79B6EDD0EDA.JPG,Devils Tower from the Joyner Ridge Trail
El Morro National Monument,ELMO,NM,IM,National Monument,Lands,1906-12-08T00:00:00Z,-108.346398,35.038959,-108.3640358,35.03165867,-108.328731,35.04623386,"Imagine the comfort and refreshment of finding water after days of dusty travel. A reliable waterhole hidden at the base of a sandstone bluff made El Morro (the headland) a popular campsite for hundreds of years. Here, Ancestral Puebloans, Spanish and American travelers carved over 2,000 signatures, dates, messages, and petroglyphs. We invite you to make El Morro a stopping point on your travels.",https://www.nps.gov/elmo/,C8F14C80-1DD8-B71B-0BEADDCCB10767CE.jpg,https://www.nps.gov/common/uploads/banner_image/imr/C8F14C80-1DD8-B71B-0BEADDCCB10767CE.jpg,Summer at El Morro
Montezuma Castle National Monument,MOCA,AZ,IM,National Monument,Lands,1906-12-08T00:00:00Z,-111.836615,34.611021,-111.8476163,34.6055744,-111.7499793,34.65294536,"Today we gaze through the windows of the past into one of the best preserved cliff dwellings in North America. This 20 room high-rise apartment, nestled into a towering limestone cliff, tells a story of ingenuity, survival and ultimately, prosperity in an unforgiving desert landscape. Come marvel at this enduring legacy of the Sinagua culture and reveal a people surprisingly similar to ourselves.",https://www.nps.gov/moca/,EFCB41FA-1DD8-B71B-0B8B3A7B600D141E.JPG,https://www.nps.gov/common/uploads/banner_image/imr/EFCB41FA-1DD8-B71B-0B8B3A7B600D141E.JPG,Yellow flowers growing in front of a cliff dwelling.
Gila Cliff Dwellings National Monument,GICL,NM,IM,National Monument,Lands,1907-11-16T00:00:00Z,-108.273296,33.22761,-108.2815043,33.21930956,-108.2361099,33.23526323,"For thousands of years, groups of nomadic people used the caves of the Gila River as temporary shelter. In the late 1200's, people of the Mogollon Culture decided it would be a good place to call home. They built rooms, crafted pottery and raised children in the cliff dwellings for about twenty years. Then the Mogollon moved on, leaving the walls for us as a glimpse into the past.",https://www.nps.gov/gicl/,68E3C683-1DD8-B71B-0B2A1510F2D7168F.jpg,https://www.nps.gov/common/uploads/banner_image/imr/68E3C683-1DD8-B71B-0B2A1510F2D7168F.jpg,Winter Solstice Sunrise at the Gila Cliff Dwellings
Tonto National Monument,TONT,AZ,IM,National Monument,Lands,1907-12-19T00:00:00Z,-111.113563,33.648429,-111.1265599,33.63752259,-111.1005392,33.65933915,"The Salado Phenomena, 700 years ago, blended ideas of neighboring Native American cultures to emerge a unique and vibrant society. Tonto National Monument showcases two Salado-style cliff dwellings. Colorful pottery, woven cotton cloth, and other artifacts tell a story of people living and using resources from the northern Sonoran Desert from 1250 to 1450 CE.",https://www.nps.gov/tont/,963FB2B1-1DD8-B71B-0B97AE3D1DD6AA08.JPG,https://www.nps.gov/common/uploads/banner_image/imr/963FB2B1-1DD8-B71B-0B97AE3D1DD6AA08.JPG,cliff dwelling
Muir Woods National Monument,MUWO,CA,PW,National Monument,Lands,1908-01-09T00:00:00Z,-122.583964,37.898469,-122.6011302,37.88703822,-122.5612404,37.90396843,"When John Muir learned that William and Elizabeth Kent were naming a redwood forest near San Francisco in his honor, he declared, ""This is the best tree-lovers monument that could possibly be found in all the forests of the world."" The couple had purchased the land to preserve its beauty and restful wilderness; and in 1908, they donated it to the federal government to protect it from destruction.",https://www.nps.gov/muwo/,866A456A-1DD8-B71B-0B3943600ADA6F1C.JPG,https://www.nps.gov/common/uploads/banner_image/pwr/866A456A-1DD8-B71B-0B3943600ADA6F1C.JPG,A paved path winds through Coast Redwood trees in Muir Woods
Jewel Cave National Monument,JECA,SD,MW,National Monument,Lands,1908-02-07T00:00:00Z,-103.829994,43.731029,-103.8474735,43.72014071,-103.8163022,43.74184563,"Immerse yourself within the third longest cave in the world. With over 180 miles of mapped and surveyed passages, this underground wilderness appeals to human curiosity. Its splendor is revealed through fragile formations and glimpses of brilliant color. Its maze of passages lure explorers, and its scientific wealth remains a mystery. This resource is truly a jewel in the National Park Service.",https://www.nps.gov/jeca/,C29ED131-1DD8-B71B-0B9C284B3253E750.jpg,https://www.nps.gov/common/uploads/banner_image/mwr/C29ED131-1DD8-B71B-0B9C284B3253E750.jpg,Immerse yourself within the third longest cave in the world.
Natural Bridges National Monument,NABR,UT,IM,National Monument,Lands,1908-04-16T00:00:00Z,-110.002245,37.604528,-110.0472947,37.57033803,-109.9136914,37.63490995,"Three majestic natural bridges invite you to ponder the power of water in a landscape usually defined by its absence. View them from an overlook, or hit the trails and experience their grandeur from below. Declared a National Monument in 1908, the bridges are named ""Kachina,"" ""Owachomo"" and ""Sipapu"" in honor of the Native Americans that once made this area their home.",https://www.nps.gov/nabr/,F2D588C1-1DD8-B71B-0B97DBA1090D9392.jpg,https://www.nps.gov/common/uploads/banner_image/imr/F2D588C1-1DD8-B71B-0B97DBA1090D9392.jpg,A massive stone bridge with blue sky and clouds
Navajo National Monument,NAVA,AZ,IM,National Monument,Lands,1909-03-20T00:00:00Z,-110.536256,36.685491,-110.8222464,36.67010476,-110.4929489,36.76494544,"The prehistoric Puebloan Ancestors built Tsegi Phase villages within the natural sandstone alcoves of our canyons. The resilient Ancestral Puebloans paved the way for current Native American groups in the Southwest region. These villages, which date from AD 1250 to 1300, thrill all who visit with original architectural elements such as roof beams, masonary walls, rock art, and hand and foot holds.",https://www.nps.gov/nava/,38844880-1DD8-B71B-0B7B5E62335BA833.jpg,https://www.nps.gov/common/uploads/banner_image/imr/38844880-1DD8-B71B-0B7B5E62335BA833.jpg,View of cliff dwellings at Betatakin.
Oregon Caves National Monument,ORCA,OR,PW,National Monument,Lands,1909-07-12T00:00:00Z,-123.403666,42.095267,-123.6461395,42.08186568,-123.3601259,42.16221542,"Nestled deep inside the Siskiyou Mountains, the caves formed as rainwater from the ancient forest above dissolved the surrounding marble and created a special marble cave system. The highly complex geology found on the Monument and Preserve contributes to the unusual and rare plants and animals found here. Experience the extensively decorated and adventurous ""Marble Halls of Oregon.""",https://www.nps.gov/orca/i,F5A86F03-1DD8-B71B-0B1B543366AC48A7.jpg,https://www.nps.gov/common/uploads/banner_image/pwr/F5A86F03-1DD8-B71B-0B1B543366AC48A7.jpg,Overlooking the sunset from Bigelow Lakes in Oregon Caves National Preserve.
Rainbow Bridge National Monument,RABR,UT,IM,National Monument,Lands,1910-05-30T00:00:00Z,-110.96551,37.077888,-110.9700337,37.07426325,-110.960986,37.08151201,"Rainbow Bridge is one of the world's largest known natural bridges. The span has undoubtedly inspired people throughout time--from the neighboring American Indian tribes who consider Rainbow Bridge sacred, to the 85,000 people from around the world who visit it each year. Please visit Rainbow Bridge in a spirit that honors and respects the cultures to whom it is sacred.",https://www.nps.gov/rabr/,89B04D01-1DD8-B71B-0BE20CF1FD6E8406.jpg,https://www.nps.gov/common/uploads/banner_image/imr/89B04D01-1DD8-B71B-0BE20CF1FD6E8406.jpg,"Panoramic view of Rainbow Bridge, a symmetric sandstone arch."
Colorado National Monument,COLM,CO,IM,National Monument,Lands,1911-05-24T00:00:00Z,-108.692061,39.050425,-108.7569982,38.97754028,-108.6216209,39.1207567,"Colorado National Monument preserves one of the grand landscapes of the American West. But this treasure is much more than a monument. Towering monoliths exist within a vast plateau and canyon panorama. You can experience sheer-walled, red rock canyons along the twists and turns of Rim Rock Drive, where you may spy bighorn sheep and soaring eagles.",https://www.nps.gov/colm/,2EC6E82D-1DD8-B71B-0B1743557D425D00.jpg,https://www.nps.gov/common/uploads/banner_image/imr/2EC6E82D-1DD8-B71B-0B1743557D425D00.jpg,Rainbow over the rocky sandstone cliffs.
Devils Postpile National Monument,DEPO,CA,PW,National Monument,Lands,1911-07-06T00:00:00Z,-119.087686,37.615374,-119.0922417,37.59725556,-119.0831306,37.63349167,"Established in 1911 by presidential proclamation, Devils Postpile National Monument protects and preserves the Devils Postpile formation, the 101-foot high Rainbow Falls, and pristine mountain scenery. The formation is a rare sight in the geologic world and ranks as one of the world's finest examples of columnar basalt. Its columns tower 60 feet high and display an unusual symmetry.",https://www.nps.gov/depo/,5E72DA3A-1DD8-B71B-0B1BC6BACD25559F.JPG,https://www.nps.gov/common/uploads/banner_image/pwr/5E72DA3A-1DD8-B71B-0B1BC6BACD25559F.JPG,Postpile formations
Cabrillo National Monument,CABR,CA,PW,National Monument,Lands,1913-10-14T00:00:00Z,-117.241599,32.67225,-117.2467258,32.66666847,-117.2362214,32.67773756,"Climbing out of his boat and onto shore in 1542, Juan Rodriguez Cabrillo stepped into history as the first European to set foot on what is now the West Coast of the United States. In addition to telling the story of 16th century exploration, the park is home to a wealth of cultural and natural resources. Join us and embark on your own Voyage of Discovery.",https://www.nps.gov/cabr/,A267BAA4-1DD8-B71B-0BB1DF27D75D55FC.jpg,https://www.nps.gov/common/uploads/banner_image/pwr/A267BAA4-1DD8-B71B-0BB1DF27D75D55FC.jpg,Rocky Intertidal Zone
Dinosaur National Monument,DINO,CO,IM,National Monument,Lands,1915-10-04T00:00:00Z,-108.937702,40.505965,-109.3376611,40.2408901,-108.3412971,40.7468136,"Dinosaurs once roamed here. Their fantastic remains are still visible embedded in the rocks. Today, the mountains, desert and untamed rivers flowing in deep canyons, support an array of life. Petroglyphs hint at earlier cultures. Later, homesteaders and outlaws found refuge here. Whether your passion is science, adventure, history or scenery, Dinosaur offers much to explore.",https://www.nps.gov/dino/,DE10AFCB-1DD8-B71B-0BB545D2FA673387.jpg,https://www.nps.gov/common/uploads/banner_image/imr/DE10AFCB-1DD8-B71B-0BB545D2FA673387.jpg,Bones of dinosaurs protrude from the rocky cliff face
Walnut Canyon National Monument,WACA,AZ,IM,National Monument,Lands,1915-11-30T00:00:00Z,-111.502424,35.168228,-111.544999,35.15198032,-111.4450617,35.2081711,"Come gaze across curved canyon walls! Among the remarkable geological formations of the canyon itself, the former homes of ancient inhabitants are easily evident. Along the trails you can imagine life within Walnut Canyon, while visiting actual pueblos and walking in the steps of those who came before.",https://www.nps.gov/waca/,2F416B41-1DD8-B71B-0B911C9D2C49C7BC.jpg,https://www.nps.gov/common/uploads/banner_image/imr/2F416B41-1DD8-B71B-0B911C9D2C49C7BC.png,ancient sunlit cliff dwellings beside a snow-covered trail
Bandelier National Monument,BAND,NM,IM,National Monument,Lands,1916-02-11T00:00:00Z,-106.30551,35.757577,-106.463041,35.69959406,-106.1960796,35.86951965,"Bandelier National Monument protects over 33,000 acres of rugged but beautiful canyon and mesa country as well as evidence of a human presence here going back over 11,000 years. Petroglyphs, dwellings carved into the soft rock cliffs, and standing masonry walls pay tribute to the early days of a culture that still survives in the surrounding communities.",https://www.nps.gov/band/,6A3FC55E-1DD8-B71B-0BF4D7B71478835A.jpg,https://www.nps.gov/common/uploads/banner_image/imr/6A3FC55E-1DD8-B71B-0BF4D7B71478835A.jpg,View of Long house in Frijoles Canyon from the Frijolito trail.
Capulin Volcano National Monument,CAVO,NM,IM,National Monument,Lands,1916-08-09T00:00:00Z,-103.971043,36.781711,-103.9876123,36.77435282,-103.9584589,36.78893751,"Come view a dramatic landscape—a unique place of mountains, plains, and sky. Born of fire and forces continually reshaping the earth’s surface, Capulin Volcano provides access to nature’s most awe-inspiring work.",https://www.nps.gov/cavo/,D8A1AAC2-1DD8-B71B-0B63EBB6111E96A9.jpg,https://www.nps.gov/common/uploads/banner_image/imr/D8A1AAC2-1DD8-B71B-0B63EBB6111E96A9.jpg,Capulin at Sunset / äó¢íó_äó¢íó_S.Behrns
Scotts Bluff National Monument,SCBL,NE,MW,National Monument,Lands,1919-12-12T00:00:00Z,-103.707243,41.834761,-103.7301135,41.81101553,-103.6840403,41.85672432,"Towering 800 feet above the North Platte River, Scotts Bluff has served as a landmark for peoples from Native Americans to emigrants on the Oregon, California and Mormon Trails to modern travelers. Rich with geological and paleontological history as well as human history, there is much to discover while exploring the 3,000 acres of Scotts Bluff National Monument.",https://www.nps.gov/scbl/,26DD6D55-1DD8-B71B-0B23F6DF12DD1C28.JPG,https://www.nps.gov/common/uploads/banner_image/mwr/26DD6D55-1DD8-B71B-0B23F6DF12DD1C28.JPG,Scotts Bluff
Yucca House National Monument,YUHO,CO,IM,National Monument,Lands,1919-12-19T00:00:00Z,-108.685955,37.248954,-108.687412,37.23939784,-108.6844977,37.25127858,"Through a continuing tradition of public and private cooperation, Yucca House National Monument preserves one of the largest archeological sites in SW Colorado. The unexcavated nature of the site preserves its integrity and beauty for future generations of scientists and visitors. Experience a sense of discovery by visiting a site that has remained largely untouched for the past 800 years!",https://www.nps.gov/yuho/,2AE0A2CC-1DD8-B71B-0BAAC17DF7698E19.JPG,https://www.nps.gov/common/uploads/banner_image/imr/2AE0A2CC-1DD8-B71B-0BAAC17DF7698E19.JPG,View of standing architecture at Yucca House
Timpanogos Cave National Monument,TICA,UT,IM,National Monument,Lands,1922-10-14T00:00:00Z,-111.709394,40.440397,-111.7153208,40.43586911,-111.7034679,40.44492495,"Hike your way past stunning vistas to explore a hidden underground world. Taste the thrill of caving as you twist and bend to enter beautifully decorated rooms. Learn the science behind formations and hear stories of cave exploration and preservation. Experience and discover as you go – geologic mysteries await. The visitor center and caves are open May 7-September 5, depending on conditions.",https://www.nps.gov/tica/,E8D866E7-1DD8-B71B-0BBC901A38039AF3.jpg,https://www.nps.gov/common/uploads/banner_image/imr/E8D866E7-1DD8-B71B-0BBC901A38039AF3.jpg,Helictites growing on a glowing stalactite
Aztec Ruins National Monument,AZRU,NM,IM,National Monument,Lands,1923-01-24T00:00:00Z,-107.999924,36.836822,-108.0095021,36.82767997,-107.991685,36.8432849,Pueblo people describe this site as part of their migration journey. Today you can follow their ancient passageways to a distant time. Explore a 900-year old ancestral Pueblo Great House of over 400 masonry rooms. Look up and see original timbers holding up the roof. Search for the fingerprints of ancient workers in the mortar. Listen for an echo of ritual drums in the reconstructed Great Kiva.,https://www.nps.gov/azru/,4E08B8BA-1DD8-B71B-0B52C14CD70A8286.jpg,https://www.nps.gov/common/uploads/banner_image/imr/4E08B8BA-1DD8-B71B-0B52C14CD70A8286.jpg,Round kiva with stone ruins
Hovenweep National Monument,HOVE,UT,IM,National Monument,Lands,1923-03-02T00:00:00Z,-109.068451,37.383539,-109.1864577,37.2983845,-108.722507,37.44401253,"Once home to over 2,500 people, Hovenweep includes six prehistoric villages built between A.D. 1200 and 1300. Explore a variety of structures, including multistory towers perched on canyon rims and balanced on boulders. The construction and attention to detail will leave you marveling at the skill and motivation of the builders.",https://www.nps.gov/hove/,C3829DF8-1DD8-B71B-0BB379B202D7E8C5.jpg,https://www.nps.gov/common/uploads/banner_image/imr/C3829DF8-1DD8-B71B-0BB379B202D7E8C5.jpg,a stone structure
Pipe Spring National Monument,PISP,AZ,IM,National Monument,Lands,1923-05-31T00:00:00Z,-112.739857,36.862827,-112.7421106,36.86101269,-112.7376036,36.86463992,"American Indians, Mormon ranchers, plants, animals, and many others have depended on the life-giving water found in the beautiful desert oasis at Pipe Spring. Learn about pioneer and Kaibab Paiute life by exploring the museum, historic fort and cabins, garden, orchard, and Ridge Trail. Visit with rangers and ranch animals, and attend living history demonstrations and talks.",https://www.nps.gov/pisp/,FDC7E3F3-1DD8-B71B-0B3AC926E2D9074C.jpg,https://www.nps.gov/common/uploads/banner_image/imr/FDC7E3F3-1DD8-B71B-0B3AC926E2D9074C.jpg,"Winsor Castle, a sandstone fort, rests between a scrub brush foreground and sandstone cliffs."
Chiricahua National Monument,CHIR,AZ,IM,National Monument,Lands,1924-04-18T00:00:00Z,-109.341456,32.012165,-109.389236,31.97814799,-109.3015926,32.05338611,"A ""Wonderland of Rocks"" is waiting for you to explore at Chiricahua National Monument. The 8-mile paved scenic drive and 17-miles of day-use hiking trails provide opportunities to discover the beauty, natural sounds, and inhabitants of this 11,985 acre site. Visit the Faraway Ranch Historic District to discover more about the people who have called this area home.",https://www.nps.gov/chir/,8FC4AE84-1DD8-B71B-0BB9808B4DDA4961.jpg,https://www.nps.gov/common/uploads/banner_image/imr/8FC4AE84-1DD8-B71B-0BB9808B4DDA4961.jpg,Rock formations and a valley and mountains covered in clouds in the distance.
Craters of the Moon National Monument & Preserve,CRMO,ID,PW,National Monument,Legacy,1924-05-02T00:00:00Z,-113.44162,43.282869,-113.9972101,42.70498091,-113.0823484,43.57726137,"Craters of the Moon is a vast ocean of lava flows with scattered islands of cinder cones and sagebrush. We invite you to explore this ""weird and scenic landscape"" where yesterday's volcanic events are likely to continue tomorrow...",https://www.nps.gov/crmo/,EC933D35-1DD8-B71B-0B380781F5C32036.jpg,https://www.nps.gov/common/uploads/banner_image/pwr/EC933D35-1DD8-B71B-0B380781F5C32036.jpg,volcanic cones
Fort Pulaski National Monument,FOPU,GA,SE,National Monument,Lands,1924-10-15T00:00:00Z,-80.943629,32.034777,-81.00534534,31.98833806,-80.8782765,32.07723828,"For much of the 19th century, masonry fortifications were the United States’ main defense against overseas enemies. However, during the Civil War, new technology proved its superiority to these forts. The Union army used rifled cannon and compelled the Confederate garrison inside Fort Pulaski to surrender. The siege was a landmark experiment in the history of military science and invention.",https://www.nps.gov/fopu/,A63FFB8A-1DD8-B71B-0B16AE412AECA4ED.jpg,https://www.nps.gov/common/uploads/banner_image/akr/A63FFB8A-1DD8-B71B-0B16AE412AECA4ED.jpg,A 30-pounder Parrott rifled cannon is demonstrated inside Fort Pulaski.
Castillo de San Marcos National Monument,CASA,FL,SE,National Monument,Lands,1924-10-15T00:00:00Z,-81.312172,29.897857,-81.31419148,29.89561374,-81.31070096,29.89940838,"A monument not only of stone and mortar but of human determination and endurance, the Castillo de San Marcos symbolizes the clash between cultures which ultimately resulted in our uniquely unified nation. Still resonant with the struggles of an earlier time, these original walls provide tangible evidence of America’s grim but remarkable history.",https://www.nps.gov/casa/,60642280-1DD8-B71B-0BD660996D5E113B.jpg,https://www.nps.gov/common/uploads/banner_image/akr/60642280-1DD8-B71B-0BD660996D5E113B.jpg,Cannon firing from the gundeck of the Castillo de San Marcos National Monument
Fort Matanzas National Monument,FOMA,FL,SE,National Monument,Lands,1924-10-15T00:00:00Z,-81.238662,29.711405,-81.24532192,29.70042932,-81.22737999,29.71838452,"Coastal Florida was a major field of conflict as European nations fought for control in the New World. As part of this struggle, Fort Matanzas guarded St. Augustine’s southern river approach. The colonial wars are over, but the monument is still protecting—not just the historic fort, but also the wild barrier island and the plants and animals who survive there amidst a sea of modern development.",https://www.nps.gov/foma/,5EB9291E-1DD8-B71B-0BF0CEF2775CADD6.jpg,https://www.nps.gov/common/uploads/banner_image/akr/5EB9291E-1DD8-B71B-0BF0CEF2775CADD6.jpg,Fort Matanzas National Monument with the river in the foreground and a cloudy sky in the background.
Wupatki National Monument,WUPA,AZ,IM,National Monument,Lands,1924-12-09T00:00:00Z,-111.403636,35.561183,-111.5367591,35.49591508,-111.2705119,35.6337547,"Nestled between the Painted Desert and ponderosa highlands of northern Arizona, Wupatki is a landscape of legacies. Ancient pueblos dot red-rock outcroppings across miles of prairie. Where food and water seem impossible to find, people built pueblos, raised families, farmed, traded, and thrived. Today, if you linger and listen, earth and artifacts whisper their stories to us still.",https://www.nps.gov/wupa/,997EB876-1DD8-B71B-0B713CFD8D039519.jpg,https://www.nps.gov/common/uploads/banner_image/imr/997EB876-1DD8-B71B-0B713CFD8D039519.jpg,ancient Native American pueblo structure beneath blue skies and thin clouds
Fort McHenry National Monument and Historic Shrine,FOMC,MD,NE,National Monument,Lands,1925-03-03T00:00:00Z,-76.580442,39.263953,-76.584363,39.261257,-76.577483,39.266021,"O! say can you see, by the dawn's early light, a large red, white and blue banner? Whose broad stripes and bright stars . . . were so gallantly streaming over the star-shaped Fort McHenry during the Battle of Baltimore, September 13-14, 1814. The valiant defense of the fort inspired Francis Scott Key to write ""The Star-Spangled Banner.""",https://www.nps.gov/fomc/,F41B5FFD-1DD8-B71B-0BC3C6A45848B7B4.JPG,https://www.nps.gov/common/uploads/banner_image/ner/F41B5FFD-1DD8-B71B-0BC3C6A45848B7B4.JPG,Fort McHenry Guard
